DIAGNOSTIC_CODE,RATED_ISSUE_NAME,CC_ID,CC_NAME,AUTO_ELIGIBLE_DC,CC_VERSION
8616,Inflammation of the ulnar nerve,8929,Arm Condition - Neurological other System,FALSE,0.2
8716,Neuralgia of the ulnar nerve,8929,Arm Condition - Neurological other System,FALSE,0.2
8516,Paralysis of the ulnar nerve,8929,Arm Condition - Neurological other System,FALSE,0.2
5011,Caisson disease of the bones,8930,Caisson,FALSE,0.2
7712,Multiple myeloma,8939,Cancer - Hemic and Lymphatic,FALSE,0.2
7122,Residuals of cold injury,8943,Cold Injury Residuals,FALSE,0.2
7344,Benign growths of digestive system,8946,Cyst/Benign Growth - Digestive,FALSE,0.2
7529,Benign growths of genitourinary system,8950,Cyst/Benign Growth - Genitourinary,FALSE,0.2
7628,Benign growths of gynecological system or breast,8951,Cyst/Benign Growth - Gynecological,FALSE,0.2
6209,Benign growth of ear,8947,Cyst/Benign Growth - Ear Disease and Other Sense Organs,FALSE,0.2
7915,Benign growth of the endocrine system,8948,Cyst/Benign Growth - Endocrine,FALSE,0.2
6015,Benign growths of eye,8949,Cyst/Benign Growth - Eye (Vision),FALSE,0.2
5328,Benign muscle growth,8963,Cyst/Benign Growth - Musculoskeletal and Muscle Injuries,FALSE,0.2
8003,Benign Growth of the Brain,8964,Cyst/Benign Growth - Neurological other System,FALSE,0.2
8022,Benign growth of the spinal cord,8964,Cyst/Benign Growth - Neurological other System,FALSE,0.2
9901,Complete loss of lower jaw,8967,Dental and Oral,FALSE,0.2
9900,Inflammation of the jawbone,8967,Dental and Oral,FALSE,0.2
7201,Lip injury,8967,Dental and Oral,FALSE,0.2
9906,Loss (full or partial) of upper jaw,8967,Dental and Oral,FALSE,0.2
9908,Loss of condyloid process of jaw,8967,Dental and Oral,FALSE,0.2
9909,Loss of coronoid process of jaw,8967,Dental and Oral,FALSE,0.2
9912,Loss of hard palate (less than half),8967,Dental and Oral,FALSE,0.2
9911,Loss of hard palate (more than half),8967,Dental and Oral,FALSE,0.2
9913,Loss of teeth,8967,Dental and Oral,FALSE,0.2
7202,Loss of tongue,8967,Dental and Oral,FALSE,0.2
9904,Malunion of lower jaw,8967,Dental and Oral,FALSE,0.2
9915,"Maxilla, loss of half or less",8967,Dental and Oral,FALSE,0.2
9914,"Maxilla, loss of more than half",8967,Dental and Oral,FALSE,0.2
9916,"Maxilla, malunion or nonunion of {4.150}",8967,Dental and Oral,FALSE,0.2
7200,Mouth injury,8967,Dental and Oral,FALSE,0.2
9917,"Neoplasm, hard and soft tissue, benign",8967,Dental and Oral,FALSE,0.2
9903,Nonunion of lower jaw,8967,Dental and Oral,FALSE,0.2
9902,Partial loss of lower jaw,8967,Dental and Oral,FALSE,0.2
9907,Partial loss of upper jaw,8967,Dental and Oral,FALSE,0.2
9905,Limited motion of the jaw,249481,Dental and Oral - Musculoskeletal,FALSE,0.2
7301,Adhesions of the peritoneum,8968,Digestive,FALSE,0.2
7321,Amebiasis,8968,Digestive,FALSE,0.2
7337,Ani pruritis,8968,Digestive,FALSE,0.2
7335,"Ano, fistula",8968,Digestive,FALSE,0.2
7314,Cholecystitis (inflammation of the gall bladder),8968,Digestive,FALSE,0.2
7315,Cholelithiasis (gall stones),8968,Digestive,FALSE,0.2
7316,Chronic cholangitis,8968,Digestive,FALSE,0.2
7326,Chronic entercolitis,8968,Digestive,FALSE,0.2
7325,Chronic enteritis,8968,Digestive,FALSE,0.2
7312,Cirrhosis of the liver,8968,Digestive,FALSE,0.2
7324,Distomiasis,8968,Digestive,FALSE,0.2
7327,Diverticulitis,8968,Digestive,FALSE,0.2
7205,Diverticulum of the esophagus,8968,Digestive,FALSE,0.2
7305,Duodenal ulcer,8968,Digestive,FALSE,0.2
7322,Dysentery,8968,Digestive,FALSE,0.2
7204,Esophagus spasm,8968,Digestive,FALSE,0.2
7340,Femoral hernia,8968,Digestive,FALSE,0.2
7330,Fistula of the intestine,8968,Digestive,FALSE,0.2
7304,Gastric ulcer,8968,Digestive,FALSE,0.2
7306,Gastrojejunal ulcer,8968,Digestive,FALSE,0.2
7336,Hemorrhoids,8968,Digestive,FALSE,0.2
7354,Hepatitis C,8968,Digestive,FALSE,0.2
7346,Hiatal hernia,8968,Digestive,FALSE,0.2
7307,Hypertrophic gastritis,8968,Digestive,FALSE,0.2
7332,Impairment of sphincter control,8968,Digestive,FALSE,0.2
7345,Infectious hepatitis,8968,Digestive,FALSE,0.2
7338,Inguinal hernia,8968,Digestive,FALSE,0.2
7317,Injury of the gall bladder,8968,Digestive,FALSE,0.2
7319,Irritable bowel syndrome,8968,Digestive,FALSE,0.2
7311,Liver injury,8968,Digestive,FALSE,0.2
7351,Liver Transplant,8968,Digestive,FALSE,0.2
7347,Pancreatitis,8968,Digestive,FALSE,0.2
7308,Postgastrectomy syndromes,8968,Digestive,FALSE,0.2
7334,Prolapse of rectum,8968,Digestive,FALSE,0.2
7318,Removal of the gall bladder,8968,Digestive,FALSE,0.2
7329,Resection of the large intestine,8968,Digestive,FALSE,0.2
7328,Resection of the small intestine,8968,Digestive,FALSE,0.2
7309,Stenosis of the stomach,8968,Digestive,FALSE,0.2
7310,Stomach injury,8968,Digestive,FALSE,0.2
7203,Stricture of esophagus,8968,Digestive,FALSE,0.2
7333,Stricture of rectum/anus,8968,Digestive,FALSE,0.2
7323,Ulcerative colitis,8968,Digestive,FALSE,0.2
7348,Vagotomy,8968,Digestive,FALSE,0.2
7339,Ventral hernia,8968,Digestive,FALSE,0.2
7342,Visceroptosis,8968,Digestive,FALSE,0.2
6280,[unable to locate but appears hearing related],8969,Ear Disease and Other Sense Organs,FALSE,0.2
6293,[unable to locate but appears hearing related],8969,Ear Disease and Other Sense Organs,FALSE,0.2
6297,[unable to locate but appears hearing related],8969,Ear Disease and Other Sense Organs,FALSE,0.2
6275,Complete loss of sense of smell,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6276,Complete loss of sense of taste,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6210,Disease of the auditory canal,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6204,Labyrinthitis,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6207,Loss or partial loss of ear,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6206,Mastoiditis,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6205,Meniere's syndrome,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6203,Otitis interna,8969,Ear Disease and Other Sense Organs,FALSE,0.2
6200,"Otitis media, chronic (ear infection)",8969,Ear Disease and Other Sense Organs,FALSE,0.2
6211,Perforated ear drum,8969,Ear Disease and Other Sense Organs,FALSE,0.2
9520,Anorexia nervosa,8970,Eating Disorders,FALSE,0.2
9521,Bulimia nervosa,8970,Eating Disorders,FALSE,0.2
8009,Brain hemorrhage,8972,Embolism/Infarction - Neurological other System,FALSE,0.2
8007,Embolism of the brain,8972,Embolism/Infarction - Neurological other System,FALSE,0.2
8008,Thrombosis of the brain,8972,Embolism/Infarction - Neurological other System,FALSE,0.2
7908,Acromegaly,8973,Endocrine,FALSE,0.2
7911,Addison's disease,8973,Endocrine,FALSE,0.2
7713,"Adenitis, secondary.",8973,Endocrine,FALSE,0.2
7919,C-cell hyperplasia of the thyroid,8973,Endocrine,FALSE,0.2
7907,Cushing's syndrome,8973,Endocrine,FALSE,0.2
7909,Diabetes insipidus,8973,Endocrine,FALSE,0.2
7913,Diabetes mellitus,8973,Endocrine,FALSE,0.2
7917,Hyperaldosteronism,8973,Endocrine,FALSE,0.2
7904,Hyperparathyroidism,8973,Endocrine,FALSE,0.2
7916,Hyperpituitarism,8973,Endocrine,FALSE,0.2
7900,Hyperthyroidism,8973,Endocrine,FALSE,0.2
7905,Hypoparathyroidism,8973,Endocrine,FALSE,0.2
7903,Hypothyroidism,8973,Endocrine,FALSE,0.2
7902,Nontoxic adenoma of thyroid gland,8973,Endocrine,FALSE,0.2
7918,Pheochromocytoma,8973,Endocrine,FALSE,0.2
7912,Pluriglandular syndrome,8973,Endocrine,FALSE,0.2
7906,Thyroiditis.,8973,Endocrine,FALSE,0.2
7901,Toxic adenoma of thyroid gland,8973,Endocrine,FALSE,0.2
6061,Anatomical loss both eyes,8974,Eye (Vision),FALSE,0.2
6029,Aphakia (absence of eye lens),8974,Eye (Vision),FALSE,0.2
6068,"Blindness in 1 eye, only light perception: Other eye 10/200 (3/60), 15/200 (4.5/60), 20/200 (6/60).",8974,Eye (Vision),FALSE,0.2
6069,"Blindness in 1 eye, only light perception: Other eye 20/100 (6/30), 20/70 (6/21), 20/50 (6/15).",8974,Eye (Vision),FALSE,0.2
6070,"Blindness in 1 eye, only light perception: Other eye 20/40 (6/12).",8974,Eye (Vision),FALSE,0.2
6067,"Blindness in 1 eye, only light perception: Other eye 5/200 (1.5/60).",8974,Eye (Vision),FALSE,0.2
6062,Blindness in both eyes,8974,Eye (Vision),FALSE,0.2
6027,"Cataract, traumatic",8974,Eye (Vision),FALSE,0.2
6028,"Cataract. senile, and others",8974,Eye (Vision),FALSE,0.2
6000,"Choroidopathy-uveitis,iritis,cyclitis,choroiditis",8974,Eye (Vision),FALSE,0.2
6018,"Conjunctivitis, chronic",8974,Eye (Vision),FALSE,0.2
6017,"Conjunctivitis, chronic (trachomatus)",8974,Eye (Vision),FALSE,0.2
6031,Dacryocystitis.,8974,Eye (Vision),FALSE,0.2
6008,Detachment of retina,8974,Eye (Vision),FALSE,0.2
6090,Diplopia (double vision),8974,Eye (Vision),FALSE,0.2
6020,Eversion of eyelid (eyelid turns outward),8974,Eye (Vision),FALSE,0.2
6025,Excessive tearing,8974,Eye (Vision),FALSE,0.2
6012,"Glaucoma, inflammatory",8974,Eye (Vision),FALSE,0.2
6013,"Glaucoma, simple",8974,Eye (Vision),FALSE,0.2
6092,"Impairment of Muscle Function: Diplopia, limited muscle function.",8974,Eye (Vision),FALSE,0.2
6080,Impairment to field of vision,8974,Eye (Vision),FALSE,0.2
6030,Inability to focus eyes,8974,Eye (Vision),FALSE,0.2
6003,Inflammation of iris,8974,Eye (Vision),FALSE,0.2
6026,Inflammation of optic nerve,8974,Eye (Vision),FALSE,0.2
6005,Inflammation of the choroid,8974,Eye (Vision),FALSE,0.2
6004,Inflammation of the ciliary body,8974,Eye (Vision),FALSE,0.2
6007,Intraocular hemorrhage,8974,Eye (Vision),FALSE,0.2
6021,Inversion of eyelid (eyelid turns inward),8974,Eye (Vision),FALSE,0.2
6035,Keratoconus (protrusion of cornea),8974,Eye (Vision),FALSE,0.2
6001,Keratopathy,8974,Eye (Vision),FALSE,0.2
6022,Lagophthalmos (inability to close eye),8974,Eye (Vision),FALSE,0.2
6033,"Lens, crystalline, dislocation.",8974,Eye (Vision),FALSE,0.2
6064,"Loss of 1 eye; vision 10, 15, or 20/200 in other",8974,Eye (Vision),FALSE,0.2
6065,"Loss of 1 eye; vision 20/100, 70 or 50 in other",8974,Eye (Vision),FALSE,0.2
6066,Loss of 1 eye; vision 20/40 in other,8974,Eye (Vision),FALSE,0.2
6063,Loss of 1 eye; vision 5/200 in other,8974,Eye (Vision),FALSE,0.2
6023,Loss of eyebrows,8974,Eye (Vision),FALSE,0.2
6024,Loss of eyelashes,8974,Eye (Vision),FALSE,0.2
6032,Loss of portion of eyelids,8974,Eye (Vision),FALSE,0.2
6040,None,8974,Eye (Vision),FALSE,0.2
6042,None,8974,Eye (Vision),FALSE,0.2
6046,None,8974,Eye (Vision),FALSE,0.2
6016,Nystagmus (rapid eyeball movement),8974,Eye (Vision),FALSE,0.2
6037,"Pinguecula, Spot On White of Eye",8974,Eye (Vision),FALSE,0.2
6034,Pterygium (thickening of membrane),8974,Eye (Vision),FALSE,0.2
6019,Ptosis (drooping eyelid),8974,Eye (Vision),FALSE,0.2
6011,"Retina, localized scars",8974,Eye (Vision),FALSE,0.2
6006,Retinopathy or maculopathy,8974,Eye (Vision),FALSE,0.2
6002,Scleritis,8974,Eye (Vision),FALSE,0.2
6081,Scotoma,8974,Eye (Vision),FALSE,0.2
6036,Status Post Corneal Transplant,8974,Eye (Vision),FALSE,0.2
6091,Symblepharon (eyelid condition),8974,Eye (Vision),FALSE,0.2
6010,Tuberculosis of the eye,8974,Eye (Vision),FALSE,0.2
6009,Unhealed eye injury,8974,Eye (Vision),FALSE,0.2
6075,"Vision in 1 eye 10/200 (3/60): Other eye 10/200 (3/60), 15/200 (4.5/60), or 20/200 (6/60); or Vision in 1 eye 15/200 (4.5/60): Other eye 15/200 (4.5/60), or 20/200 (6/60); or Vision in 1 eye 20/200 (6/60): Other eye 20/200 (6/60).",8974,Eye (Vision),FALSE,0.2
6076,"Vision in 1 eye 10/200 (3/60): Other eye 20/100 (6/30), 20/70 (6/21), or 20/50 (6/15); or Vision in 1 eye 15/200 (4.5/60): Other eye 20/100 (6/30), 20/70 (6/21), or 20/50 (6/15); or Vision in 1 eye 20/200 (6/60): Other eye 20/100 (6/30), 20/70 (6/21), or 20/50 (6/15).",8974,Eye (Vision),FALSE,0.2
6077,Vision in 1 eye 10/200 (3/60): Other eye 20/40 (6/12); or Vision in 1 eye 15/200 (4.5/60): Other eye 20/40 (6/12); or Vision in 1 eye 20/200 (6/60): Other eye 20/40 (6/12).,8974,Eye (Vision),FALSE,0.2
6078,"Vision in 1 eye 20/100 (6/30): Other eye 20/100 (6/30), 20/70 (6/21), or 20/50 (6/15); or Vision in 1 eye 20/70 (6/21): Other eye 20/70 (6/21) or 20/50 (6/15); or Vision in 1 eye 20/50 (6/15): Other eye 20/50 (6/15).",8974,Eye (Vision),FALSE,0.2
6079,Vision in 1 eye 20/100 (6/30): Other eye 20/40 (6/12); or Vision in 1 eye 20/70 (6/21): Other eye 20/40 (6/12); or Vision in 1 eye 20/50 (6/15): Other eye 20/40 (6/12).,8974,Eye (Vision),FALSE,0.2
6072,"Vision in 1 eye 5/200 (1.5/60): Other eye 10/200 (3/60), 15/200 (4.5/60), 20/200 (6/60).",8974,Eye (Vision),FALSE,0.2
6073,"Vision in 1 eye 5/200 (1.5/60): Other eye 20/100 (6/30), 20/70 (6/21), 20/50 (6/15).",8974,Eye (Vision),FALSE,0.2
6074,Vision in 1 eye 5/200 (1.5/60): Other eye 20/40 (6/12).,8974,Eye (Vision),FALSE,0.2
6071,Vision in 1 eye 5/200 (1.5/60): Other eye 5/200 (1.5/60).,8974,Eye (Vision),FALSE,0.2
7501,Abscess of kidney,8975,Genitourinary,FALSE,0.2
7534,Artherosclerotic renal disease,8975,Genitourinary,FALSE,0.2
7545,"Bladder, diverticulum of.",8975,Genitourinary,FALSE,0.2
7515,Calculus in bladder,8975,Genitourinary,FALSE,0.2
7525,Chronic epididymo-orchitis,8975,Genitourinary,FALSE,0.2
7502,Chronic nephritis,8975,Genitourinary,FALSE,0.2
7504,Chronic pyelonephritis,8975,Genitourinary,FALSE,0.2
7530,Chronic renal disease,8975,Genitourinary,FALSE,0.2
7523,Complete atrophy of the testis,8975,Genitourinary,FALSE,0.2
7533,Cystic diseases of the kidneys,8975,Genitourinary,FALSE,0.2
7512,Cystitis,8975,Genitourinary,FALSE,0.2
7516,Fistula of bladder,8975,Genitourinary,FALSE,0.2
7519,Fistula of urethra,8975,Genitourinary,FALSE,0.2
7536,Glomerulonephritis,8975,Genitourinary,FALSE,0.2
7509,Hydronephrosis,8975,Genitourinary,FALSE,0.2
7517,Injury of bladder,8975,Genitourinary,FALSE,0.2
7537,Interstitial nephritis,8975,Genitourinary,FALSE,0.2
7540,Intravascular kidney disease,8975,Genitourinary,FALSE,0.2
7531,Kidney transplant,8975,Genitourinary,FALSE,0.2
7508,Nephrolithiasis (kidney stones),8975,Genitourinary,FALSE,0.2
7507,Nephrosclerosis,8975,Genitourinary,FALSE,0.2
7542,Neurogenic bladder,8975,Genitourinary,FALSE,0.2
7538,Papillary necrosis,8975,Genitourinary,FALSE,0.2
7522,Penile deformity (loss of erectile power),8975,Genitourinary,FALSE,0.2
7527,Prostate gland injuries,8975,Genitourinary,FALSE,0.2
7521,Removal of glans of penis,8975,Genitourinary,FALSE,0.2
7520,Removal of half or more of the penis,8975,Genitourinary,FALSE,0.2
7500,Removal of kidney,8975,Genitourinary,FALSE,0.2
7524,Removal of testis,8975,Genitourinary,FALSE,0.2
7539,Renal amyloid disease,8975,Genitourinary,FALSE,0.2
7544,"Renal disease caused by viral infection such as HIV, Hepatitis B, and Hepatitis C.",8975,Genitourinary,FALSE,0.2
7541,Renal involvement with systemic disease process,8975,Genitourinary,FALSE,0.2
7532,Renal tubular disorders,8975,Genitourinary,FALSE,0.2
7518,Stricture of the urethra,8975,Genitourinary,FALSE,0.2
7511,Stricture of ureter,8975,Genitourinary,FALSE,0.2
7535,Toxic nephropathy,8975,Genitourinary,FALSE,0.2
7510,Urinary condition,8975,Genitourinary,FALSE,0.2
7620,Complete atrophy of both ovaries,8978,Gynecological,FALSE,0.2
7612,Disease or injury of the cervix,8978,Gynecological,FALSE,0.2
7614,Disease or injury of the fallopian tube,8978,Gynecological,FALSE,0.2
7615,Disease or injury of the ovary,8978,Gynecological,FALSE,0.2
7613,Disease or injury of the uterus,8978,Gynecological,FALSE,0.2
7611,Disease or injury of the vagina,8978,Gynecological,FALSE,0.2
7610,Disease or injury of the vulva,8978,Gynecological,FALSE,0.2
7622,Displacement of uterus,8978,Gynecological,FALSE,0.2
7629,Endometriosis,8978,Gynecological,FALSE,0.2
7632,Female sexual arousal disorder (FSAD),8978,Gynecological,FALSE,0.2
7621,Prolapse of uterus,8978,Gynecological,FALSE,0.2
7624,Rectovaginal fistula,8978,Gynecological,FALSE,0.2
7619,Removal of ovary,8978,Gynecological,FALSE,0.2
7618,Removal of uterus,8978,Gynecological,FALSE,0.2
7617,Removal of uterus and both ovaries,8978,Gynecological,FALSE,0.2
7626,Surgery of breast,8978,Gynecological,FALSE,0.2
7623,Surgical complications of pregnancy,8978,Gynecological,FALSE,0.2
7625,Urethrovaginal fistula,8978,Gynecological,FALSE,0.2
6100,Hearing loss,3140,Hearing Loss,FALSE,0.2
6201,Otitis media,3140,Hearing Loss,FALSE,0.2
6202,Otosclerosis,3140,Hearing Loss,FALSE,0.2
6260,Tinnitus,3140,Hearing Loss,FALSE,0.2
7114,Arteriosclerosis obliterans,8979,Heart/Veins/Arteries,FALSE,0.2
7005,Arteriosclerotic heart disease,8979,Heart/Veins/Arteries,FALSE,0.2
7113,Arteriovenous fistula,8979,Heart/Veins/Arteries,FALSE,0.2
7015,Atrioventricular block,8979,Heart/Veins/Arteries,FALSE,0.2
7009,"Bradycardia (Bradyarrhythmia), symptomatic, requiring permanent pacemaker implantation.",8979,Heart/Veins/Arteries,FALSE,0.2
7019,Cardiac transplantation,8979,Heart/Veins/Arteries,FALSE,0.2
7020,Cardiomyopathy,8979,Heart/Veins/Arteries,FALSE,0.2
7017,Coronary bypass surgery,8979,Heart/Veins/Arteries,FALSE,0.2
7001,Endocarditis,8979,Heart/Veins/Arteries,FALSE,0.2
7016,Heart valve replacement,8979,Heart/Veins/Arteries,FALSE,0.2
7007,Hypertensive heart disease,8979,Heart/Veins/Arteries,FALSE,0.2
